job_id,workload_name,submission_time,requested_number_of_resources,requested_time,success,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,consumed_energy,allocated_resources
,req-95,0.9073,1,0.9073,1,0.9073,0.1,1.0073,0,0,0,-1,18
,req-45,0.9073,1,0.9073,1,0.9073,0.1,1.0073,0,0,0,-1,5
,req-89,0.9073,1,0.9073,1,0.9073,0.1,1.0073,0,0,0,-1,66
,req-89,0.9073,1,0.9073,1,0.9073,0.1,1.0073,0,0,0,-1,67
,req-74,0.9073,1,0.9073,1,0.9073,0.1,1.0073,0,0,0,-1,65
,req-57,0.9073,1,0.9073,1,0.9073,0.1,1.0073,0,0,0,-1,11
,req-57,0.9073,1,0.9073,1,0.9073,0.1,1.0073,0,0,0,-1,12
,req-54,0.9073,1,0.9073,1,0.9073,0.1,1.0073,0,0,0,-1,46
,req-53,0.9073,1,0.9073,1,0.9073,0.1,1.0073,0,0,0,-1,47
,req-53,0.9073,1,0.9073,1,0.9073,0.1,1.0073,0,0,0,-1,48
,req-42,0.9073,1,0.9073,1,0.9073,0.1,1.0073,0,0,0,-1,25
,req-22,1.002,1,1.002,1,1.002,0.1,1.102,0,0,0,-1,1
,req-32,1.0021,1,1.0021,1,1.0021,0.1,1.1021,0,0,0,-1,31
,req-32,1.0021,1,1.0021,1,1.0021,0.1,1.1021,0,0,0,-1,32
,req-30,1.0021,1,1.0021,1,1.0021,0.1,1.1021,0,0,0,-1,4
,req-36,1.0022,1,1.0022,1,1.0022,0.1,1.1022,0,0,0,-1,38
,req-22,1.0022,1,1.0022,1,1.0022,0.1,1.1022,0,0,0,-1,60
,req-22,1.0022,1,1.0022,1,1.0022,0.1,1.1022,0,0,0,-1,7
,req-33,1.0024,1,1.0024,1,1.0024,0.1,1.1024,0,0,0,-1,63
,req-18,1.0026,1,1.0026,1,1.0026,0.1,1.1026,0,0,0,-1,23
,req-61,1.0026,1,1.0026,1,1.0026,0.1,1.1026,0,0,0,-1,2
,req-36,1.0028,1,1.0028,1,1.0028,0.1,1.1028,0,0,0,-1,6
,req-35,1.0028,1,1.0028,1,1.0028,0.1,1.1028,0,0,0,-1,29
,req-37,1.0028,1,1.0028,1,1.0028,0.1,1.1028,0,0,0,-1,21
,req-32,1.003,1,1.003,1,1.003,0.1,1.103,0,0,0,-1,30
,req-20,1.0035,1,1.0035,1,1.0035,0.1,1.1035,0,0,0,-1,24
,req-11,1.0038,1,1.0038,1,1.0038,0.1,1.1038,0,0,0,-1,53
,req-26,1.0038,1,1.0038,1,1.0038,0.1,1.1038,0,0,0,-1,9
,req-23,1.0038,1,1.0038,1,1.0038,0.1,1.1038,0,0,0,-1,22
,req-36,1.0039,1,1.0039,1,1.0039,0.1,1.1039,0,0,0,-1,39
,req-64,1.004,1,1.004,1,1.004,0.1,1.104,0,0,0,-1,36
,req-45,1.004,1,1.004,1,1.004,0.1,1.104,0,0,0,-1,64
,req-43,1.004,1,1.004,1,1.004,0.1,1.104,0,0,0,-1,57
,req-44,1.004,1,1.004,1,1.004,0.1,1.104,0,0,0,-1,41
,req-44,1.004,1,1.004,1,1.004,0.1,1.104,0,0,0,-1,42
,req-73,1.004,1,1.004,1,1.004,0.1,1.104,0,0,0,-1,3
,req-39,1.0049,1,1.0049,1,1.0049,0.1,1.1049,0,0,0,-1,45
,req-40,1.0049,1,1.0049,1,1.0049,0.1,1.1049,0,0,0,-1,54
,req-35,1.0049,1,1.0049,1,1.0049,0.1,1.1049,0,0,0,-1,55
,req-38,1.0049,1,1.0049,1,1.0049,0.1,1.1049,0,0,0,-1,40
,req-42,1.0052,1,1.0052,1,1.0052,0.1,1.1052,0,0,0,-1,20
,req-16,1.0052,1,1.0052,1,1.0052,0.1,1.1052,0,0,0,-1,19
,req-89,1.0053,1,1.0053,1,1.0053,0.1,1.1053,0,0,0,-1,68
,req-49,1.0053,1,1.0053,1,1.0053,0.1,1.1053,0,0,0,-1,8
,req-47,1.0053,1,1.0053,1,1.0053,0.1,1.1053,0,0,0,-1,61
,req-58,1.0056,1,1.0056,1,1.0056,0.1,1.1056,0,0,0,-1,10
,req-62,1.0056,1,1.0056,1,1.0056,0.1,1.1056,0,0,0,-1,56
,req-50,1.0056,1,1.0056,1,1.0056,0.1,1.1056,0,0,0,-1,62
,req-44,1.0062,1,1.0062,1,1.0062,0.1,1.1062,0,0,0,-1,43
,req-21,1.0064,1,1.0064,1,1.0064,0.1,1.1064,0,0,0,-1,26
,req-47,1.0065,1,1.0065,1,1.0065,0.1,1.1065,0,0,0,-1,59
,req-47,1.0065,1,1.0065,1,1.0065,0.1,1.1065,0,0,0,-1,58
,req-44,1.0065,1,1.0065,1,1.0065,0.1,1.1065,0,0,0,-1,44
,req-31,1.0071,1,1.0071,1,1.0071,0.1,1.1071,0,0,0,-1,27
,req-38,1.0074,1,1.0074,1,1.0074,0.1,1.1074,0,0,0,-1,37
,req-40,1.0074,1,1.0074,1,1.0074,0.1,1.1074,0,0,0,-1,48
,req-39,1.0074,1,1.0074,1,1.0074,0.1,1.1074,0,0,0,-1,47
,req-34,1.0074,1,1.0074,1,1.0074,0.1,1.1074,0,0,0,-1,46
,req-42,1.0074,1,1.0074,1,1.0074,0.1,1.1074,0,0,0,-1,28
,req-50,1.0075,1,1.0075,1,1.0075,0.1,1.1075,0,0,0,-1,5
,req-59,1.0075,1,1.0075,1,1.0075,0.1,1.1075,0,0,0,-1,11
,req-43,1.0075,1,1.0075,1,1.0075,0.1,1.1075,0,0,0,-1,25
,req-67,1.0076,1,1.0076,1,1.0076,0.1,1.1076,0,0,0,-1,35
,req-67,1.0076,1,1.0076,1,1.0076,0.1,1.1076,0,0,0,-1,34
,req-64,1.0076,1,1.0076,1,1.0076,0.1,1.1076,0,0,0,-1,33
,req-88,1.0076,1,1.0076,1,1.0076,0.1,1.1076,0,0,0,-1,18
,req-88,1.0076,1,1.0076,1,1.0076,0.1,1.1076,0,0,0,-1,17
,req-66,1.0076,1,1.0076,1,1.0076,0.1,1.1076,0,0,0,-1,12
,req-84,1.0245,1,1.0245,1,1.0245,0.1,1.1245,0,0,0,-1,66
,req-89,1.0277,1,1.0277,1,1.0277,0.1,1.1277,0,0,0,-1,67
,req-89,1.0278,1,1.0278,1,1.0278,0.1,1.1278,0,0,0,-1,65
,req-58,1.1024,1,1.1024,1,1.1024,0.1,1.2024,0,0,0,-1,32
,req-58,1.1024,1,1.1024,1,1.1024,0.1,1.2024,0,0,0,-1,31
,req-26,1.1024,1,1.1024,1,1.1024,0.1,1.2024,0,0,0,-1,63
,req-30,1.1024,1,1.1024,1,1.1024,0.1,1.2024,0,0,0,-1,7
,req-25,1.1024,1,1.1024,1,1.1024,0.1,1.2024,0,0,0,-1,60
,req-27,1.1024,1,1.1024,1,1.1024,0.1,1.2024,0,0,0,-1,38
,req-78,1.1024,1,1.1024,1,1.1024,0.1,1.2024,0,0,0,-1,4
,req-75,1.1024,1,1.1024,1,1.1024,0.1,1.2024,0,0,0,-1,1
,req-18,1.1027,1,1.1027,1,1.1027,0.1,1.2027,0,0,0,-1,23
,req-78,1.1027,1,1.1027,1,1.1027,0.1,1.2027,0,0,0,-1,2
,req-18,1.1029,1,1.1029,1,1.1029,0.1,1.2029,0,0,0,-1,21
,req-38,1.103,1,1.103,1,1.103,0.1,1.203,0,0,0,-1,6
,req-80,1.103,1,1.103,1,1.103,0.1,1.203,0,0,0,-1,30
,req-58,1.103,1,1.103,1,1.103,0.1,1.203,0,0,0,-1,29
,req-20,1.1036,1,1.1036,1,1.1036,0.1,1.2036,0,0,0,-1,24
,req-6,1.1039,1,1.1039,1,1.1039,0.1,1.2039,0,0,0,-1,53
,req-23,1.104,1,1.104,1,1.104,0.1,1.204,0,0,0,-1,22
,req-23,1.1041,1,1.1041,1,1.1041,0.1,1.2041,0,0,0,-1,42
,req-10,1.1041,1,1.1041,1,1.1041,0.1,1.2041,0,0,0,-1,41
,req-30,1.1041,1,1.1041,1,1.1041,0.1,1.2041,0,0,0,-1,57
,req-33,1.1042,1,1.1042,1,1.1042,0.1,1.2042,0,0,0,-1,64
,req-42,1.1044,1,1.1044,1,1.1044,0.1,1.2044,0,0,0,-1,36
,req-66,1.1045,1,1.1045,1,1.1045,0.1,1.2045,0,0,0,-1,9
,req-51,1.1045,1,1.1045,1,1.1045,0.1,1.2045,0,0,0,-1,39
,req-82,1.1045,1,1.1045,1,1.1045,0.1,1.2045,0,0,0,-1,3
,req-56,1.105,1,1.105,1,1.105,0.1,1.205,0,0,0,-1,45
,req-56,1.105,1,1.105,1,1.105,0.1,1.205,0,0,0,-1,40
,req-19,1.105,1,1.105,1,1.105,0.1,1.205,0,0,0,-1,55
,req-19,1.105,1,1.105,1,1.105,0.1,1.205,0,0,0,-1,54
,req-95,1.1053,1,1.1053,1,1.1053,0.1,1.2053,0,0,0,-1,19
,req-60,1.1053,1,1.1053,1,1.1053,0.1,1.2053,0,0,0,-1,20
,req-61,1.1053,1,1.1053,1,1.1053,0.1,1.2053,0,0,0,-1,8
,req-61,1.1053,1,1.1053,1,1.1053,0.1,1.2053,0,0,0,-1,61
,req-71,1.1057,1,1.1057,1,1.1057,0.1,1.2057,0,0,0,-1,10
,req-33,1.1057,1,1.1057,1,1.1057,0.1,1.2057,0,0,0,-1,62
,req-19,1.1057,1,1.1057,1,1.1057,0.1,1.2057,0,0,0,-1,56
,req-37,1.1063,1,1.1063,1,1.1063,0.1,1.2063,0,0,0,-1,43
,req-39,1.1065,1,1.1065,1,1.1065,0.1,1.2065,0,0,0,-1,26
,req-34,1.1066,1,1.1066,1,1.1066,0.1,1.2066,0,0,0,-1,59
,req-37,1.1068,1,1.1068,1,1.1068,0.1,1.2068,0,0,0,-1,44
,req-47,1.1068,1,1.1068,1,1.1068,0.1,1.2068,0,0,0,-1,58
,req-43,1.1073,1,1.1073,1,1.1073,0.1,1.2073,0,0,0,-1,27
,req-39,1.1075,1,1.1075,1,1.1075,0.1,1.2075,0,0,0,-1,48
,req-45,1.1075,1,1.1075,1,1.1075,0.1,1.2075,0,0,0,-1,5
,req-47,1.1075,1,1.1075,1,1.1075,0.1,1.2075,0,0,0,-1,25
,req-43,1.1075,1,1.1075,1,1.1075,0.1,1.2075,0,0,0,-1,28
,req-56,1.108,1,1.108,1,1.108,0.1,1.208,0,0,0,-1,37
,req-60,1.108,1,1.108,1,1.108,0.1,1.208,0,0,0,-1,46
,req-60,1.108,1,1.108,1,1.108,0.1,1.208,0,0,0,-1,47
,req-88,1.1081,1,1.1081,1,1.1081,0.1,1.2081,0,0,0,-1,17
,req-88,1.1081,1,1.1081,1,1.1081,0.1,1.2081,0,0,0,-1,18
,req-72,1.1081,1,1.1081,1,1.1081,0.1,1.2081,0,0,0,-1,12
,req-72,1.1081,1,1.1081,1,1.1081,0.1,1.2081,0,0,0,-1,11
,req-68,1.1081,1,1.1081,1,1.1081,0.1,1.2081,0,0,0,-1,33
,req-68,1.1081,1,1.1081,1,1.1081,0.1,1.2081,0,0,0,-1,34
,req-67,1.1081,1,1.1081,1,1.1081,0.1,1.2081,0,0,0,-1,35
,req-49,1.1155,1,1.1155,1,1.1155,0.1,1.2155,0,0,0,-1,68
,req-89,1.1479,1,1.1479,1,1.1479,0.1,1.2479,0,0,0,-1,66
,req-22,1.2025,1,1.2025,1,1.2025,0.1,1.3025,0,0,0,-1,4
,req-30,1.2026,1,1.2026,1,1.2026,0.1,1.3026,0,0,0,-1,38
,req-43,1.2026,1,1.2026,1,1.2026,0.1,1.3026,0,0,0,-1,60
,req-36,1.2026,1,1.2026,1,1.2026,0.1,1.3026,0,0,0,-1,7
,req-38,1.2026,1,1.2026,1,1.2026,0.1,1.3026,0,0,0,-1,63
,req-32,1.2026,1,1.2026,1,1.2026,0.1,1.3026,0,0,0,-1,32
,req-27,1.2026,1,1.2026,1,1.2026,0.1,1.3026,0,0,0,-1,1
,req-59,1.2027,1,1.2027,1,1.2027,0.1,1.3027,0,0,0,-1,23
,req-58,1.2027,1,1.2027,1,1.2027,0.1,1.3027,0,0,0,-1,31
,req-82,1.2027,1,1.2027,1,1.2027,0.1,1.3027,0,0,0,-1,2
,req-18,1.203,1,1.203,1,1.203,0.1,1.303,0,0,0,-1,21
,req-50,1.203,1,1.203,1,1.203,0.1,1.303,0,0,0,-1,6
,req-58,1.2031,1,1.2031,1,1.2031,0.1,1.3031,0,0,0,-1,30
,req-20,1.2037,1,1.2037,1,1.2037,0.1,1.3037,0,0,0,-1,24
,req-23,1.2041,1,1.2041,1,1.2041,0.1,1.3041,0,0,0,-1,42
,req-23,1.2041,1,1.2041,1,1.2041,0.1,1.3041,0,0,0,-1,22
,req-16,1.2045,1,1.2045,1,1.2045,0.1,1.3045,0,0,0,-1,36
,req-38,1.2046,1,1.2046,1,1.2046,0.1,1.3046,0,0,0,-1,39
,req-37,1.2046,1,1.2046,1,1.2046,0.1,1.3046,0,0,0,-1,41
,req-45,1.2047,1,1.2047,1,1.2047,0.1,1.3047,0,0,0,-1,64
,req-48,1.2048,1,1.2048,1,1.2048,0.1,1.3048,0,0,0,-1,57
,req-66,1.2049,1,1.2049,1,1.2049,0.1,1.3049,0,0,0,-1,9
,req-62,1.2049,1,1.2049,1,1.2049,0.1,1.3049,0,0,0,-1,53
,req-82,1.2049,1,1.2049,1,1.2049,0.1,1.3049,0,0,0,-1,3
,req-43,1.2052,1,1.2052,1,1.2052,0.1,1.3052,0,0,0,-1,45
,req-50,1.2052,1,1.2052,1,1.2052,0.1,1.3052,0,0,0,-1,40
,req-98,1.2053,1,1.2053,1,1.2053,0.1,1.3053,0,0,0,-1,20
,req-95,1.2053,1,1.2053,1,1.2053,0.1,1.3053,0,0,0,-1,19
,req-67,1.2053,1,1.2053,1,1.2053,0.1,1.3053,0,0,0,-1,54
,req-67,1.2053,1,1.2053,1,1.2053,0.1,1.3053,0,0,0,-1,55
,req-67,1.2053,1,1.2053,1,1.2053,0.1,1.3053,0,0,0,-1,8
,req-67,1.2053,1,1.2053,1,1.2053,0.1,1.3053,0,0,0,-1,61
,req-33,1.2058,1,1.2058,1,1.2058,0.1,1.3058,0,0,0,-1,62
,req-77,1.2059,1,1.2059,1,1.2059,0.1,1.3059,0,0,0,-1,10
,req-68,1.2059,1,1.2059,1,1.2059,0.1,1.3059,0,0,0,-1,56
,req-37,1.2064,1,1.2064,1,1.2064,0.1,1.3064,0,0,0,-1,43
,req-40,1.2066,1,1.2066,1,1.2066,0.1,1.3066,0,0,0,-1,26
,req-48,1.2066,1,1.2066,1,1.2066,0.1,1.3066,0,0,0,-1,59
,req-37,1.2069,1,1.2069,1,1.2069,0.1,1.3069,0,0,0,-1,44
,req-47,1.2069,1,1.2069,1,1.2069,0.1,1.3069,0,0,0,-1,58
,req-43,1.2074,1,1.2074,1,1.2074,0.1,1.3074,0,0,0,-1,27
,req-56,1.208,1,1.208,1,1.208,0.1,1.308,0,0,0,-1,5
,req-47,1.208,1,1.208,1,1.208,0.1,1.308,0,0,0,-1,48
,req-47,1.208,1,1.208,1,1.208,0.1,1.308,0,0,0,-1,28
,req-47,1.208,1,1.208,1,1.208,0.1,1.308,0,0,0,-1,25
,req-42,1.2082,1,1.2082,1,1.2082,0.1,1.3082,0,0,0,-1,35
,req-42,1.2082,1,1.2082,1,1.2082,0.1,1.3082,0,0,0,-1,34
,req-36,1.2082,1,1.2082,1,1.2082,0.1,1.3082,0,0,0,-1,33
,req-63,1.2082,1,1.2082,1,1.2082,0.1,1.3082,0,0,0,-1,47
,req-63,1.2082,1,1.2082,1,1.2082,0.1,1.3082,0,0,0,-1,46
,req-61,1.2082,1,1.2082,1,1.2082,0.1,1.3082,0,0,0,-1,37
,req-98,1.2084,1,1.2084,1,1.2084,0.1,1.3084,0,0,0,-1,18
,req-88,1.2084,1,1.2084,1,1.2084,0.1,1.3084,0,0,0,-1,17
,req-78,1.2084,1,1.2084,1,1.2084,0.1,1.3084,0,0,0,-1,11
,req-77,1.2084,1,1.2084,1,1.2084,0.1,1.3084,0,0,0,-1,12
,req-58,1.2427,1,1.2427,1,1.2427,0.1,1.3427,0,0,0,-1,29
,req-30,1.3026,1,1.3026,1,1.3026,0.1,1.4026,0,0,0,-1,4
,req-26,1.3027,1,1.3027,1,1.3027,0.1,1.4027,0,0,0,-1,63
,req-23,1.3027,1,1.3027,1,1.3027,0.1,1.4027,0,0,0,-1,23
,req-19,1.3027,1,1.3027,1,1.3027,0.1,1.4027,0,0,0,-1,7
,req-47,1.3028,1,1.3028,1,1.3028,0.1,1.4028,0,0,0,-1,60
,req-62,1.3028,1,1.3028,1,1.3028,0.1,1.4028,0,0,0,-1,38
,req-60,1.3028,1,1.3028,1,1.3028,0.1,1.4028,0,0,0,-1,31
,req-32,1.3028,1,1.3028,1,1.3028,0.1,1.4028,0,0,0,-1,32
,req-87,1.3028,1,1.3028,1,1.3028,0.1,1.4028,0,0,0,-1,2
,req-86,1.3028,1,1.3028,1,1.3028,0.1,1.4028,0,0,0,-1,1
,req-29,1.3031,1,1.3031,1,1.3031,0.1,1.4031,0,0,0,-1,21
,req-61,1.3033,1,1.3033,1,1.3033,0.1,1.4033,0,0,0,-1,6
,req-20,1.3038,1,1.3038,1,1.3038,0.1,1.4038,0,0,0,-1,24
,req-18,1.3042,1,1.3042,1,1.3042,0.1,1.4042,0,0,0,-1,42
,req-23,1.3042,1,1.3042,1,1.3042,0.1,1.4042,0,0,0,-1,22
,req-18,1.3047,1,1.3047,1,1.3047,0.1,1.4047,0,0,0,-1,41
,req-50,1.3049,1,1.3049,1,1.3049,0.1,1.4049,0,0,0,-1,53
,req-50,1.3049,1,1.3049,1,1.3049,0.1,1.4049,0,0,0,-1,57
,req-67,1.3051,1,1.3051,1,1.3051,0.1,1.4051,0,0,0,-1,36
,req-66,1.3051,1,1.3051,1,1.3051,0.1,1.4051,0,0,0,-1,9
,req-54,1.3051,1,1.3051,1,1.3051,0.1,1.4051,0,0,0,-1,64
,req-62,1.3051,1,1.3051,1,1.3051,0.1,1.4051,0,0,0,-1,39
,req-92,1.3051,1,1.3051,1,1.3051,0.1,1.4051,0,0,0,-1,3
,req-99,1.3053,1,1.3053,1,1.3053,0.1,1.4053,0,0,0,-1,19
,req-98,1.3053,1,1.3053,1,1.3053,0.1,1.4053,0,0,0,-1,20
,req-25,1.3053,1,1.3053,1,1.3053,0.1,1.4053,0,0,0,-1,45
,req-35,1.3053,1,1.3053,1,1.3053,0.1,1.4053,0,0,0,-1,55
,req-35,1.3053,1,1.3053,1,1.3053,0.1,1.4053,0,0,0,-1,54
,req-62,1.3053,1,1.3053,1,1.3053,0.1,1.4053,0,0,0,-1,8
,req-55,1.3053,1,1.3053,1,1.3053,0.1,1.4053,0,0,0,-1,61
,req-62,1.3053,1,1.3053,1,1.3053,0.1,1.4053,0,0,0,-1,40
,req-72,1.3059,1,1.3059,1,1.3059,0.1,1.4059,0,0,0,-1,10
,req-62,1.3059,1,1.3059,1,1.3059,0.1,1.4059,0,0,0,-1,62
,req-68,1.3059,1,1.3059,1,1.3059,0.1,1.4059,0,0,0,-1,56
,req-39,1.3067,1,1.3067,1,1.3067,0.1,1.4067,0,0,0,-1,26
,req-44,1.3067,1,1.3067,1,1.3067,0.1,1.4067,0,0,0,-1,43
,req-54,1.3068,1,1.3068,1,1.3068,0.1,1.4068,0,0,0,-1,59
,req-46,1.3072,1,1.3072,1,1.3072,0.1,1.4072,0,0,0,-1,44
,req-54,1.3072,1,1.3072,1,1.3072,0.1,1.4072,0,0,0,-1,58
,req-48,1.3076,1,1.3076,1,1.3076,0.1,1.4076,0,0,0,-1,27
,req-34,1.3081,1,1.3081,1,1.3081,0.1,1.4081,0,0,0,-1,48
,req-48,1.3081,1,1.3081,1,1.3081,0.1,1.4081,0,0,0,-1,25
,req-47,1.3081,1,1.3081,1,1.3081,0.1,1.4081,0,0,0,-1,28
,req-80,1.3082,1,1.3082,1,1.3082,0.1,1.4082,0,0,0,-1,33
,req-80,1.3082,1,1.3082,1,1.3082,0.1,1.4082,0,0,0,-1,34
,req-67,1.3082,1,1.3082,1,1.3082,0.1,1.4082,0,0,0,-1,35
,req-62,1.3082,1,1.3082,1,1.3082,0.1,1.4082,0,0,0,-1,5
,req-67,1.3082,1,1.3082,1,1.3082,0.1,1.4082,0,0,0,-1,37
,req-64,1.3082,1,1.3082,1,1.3082,0.1,1.4082,0,0,0,-1,46
,req-64,1.3082,1,1.3082,1,1.3082,0.1,1.4082,0,0,0,-1,47
,req-72,1.3085,1,1.3085,1,1.3085,0.1,1.4085,0,0,0,-1,11
,req-95,1.3087,1,1.3087,1,1.3087,0.1,1.4087,0,0,0,-1,17
,req-95,1.3087,1,1.3087,1,1.3087,0.1,1.4087,0,0,0,-1,18
,req-79,1.3087,1,1.3087,1,1.3087,0.1,1.4087,0,0,0,-1,12
,req-58,1.3428,1,1.3428,1,1.3428,0.1,1.4428,0,0,0,-1,30
,req-29,1.4027,1,1.4027,1,1.4027,0.1,1.5027,0,0,0,-1,23
,req-45,1.4027,1,1.4027,1,1.4027,0.1,1.5027,0,0,0,-1,63
,req-49,1.4027,1,1.4027,1,1.4027,0.1,1.5027,0,0,0,-1,7
,req-27,1.4027,1,1.4027,1,1.4027,0.1,1.5027,0,0,0,-1,4
,req-38,1.403,1,1.403,1,1.403,0.1,1.503,0,0,0,-1,38
,req-32,1.403,1,1.403,1,1.403,0.1,1.503,0,0,0,-1,29
,req-48,1.4031,1,1.4031,1,1.4031,0.1,1.5031,0,0,0,-1,60
,req-52,1.4031,1,1.4031,1,1.4031,0.1,1.5031,0,0,0,-1,21
,req-56,1.4034,1,1.4034,1,1.4034,0.1,1.5034,0,0,0,-1,6
,req-23,1.4039,1,1.4039,1,1.4039,0.1,1.5039,0,0,0,-1,24
,req-20,1.4043,1,1.4043,1,1.4043,0.1,1.5043,0,0,0,-1,42
,req-29,1.4043,1,1.4043,1,1.4043,0.1,1.5043,0,0,0,-1,22
,req-20,1.4048,1,1.4048,1,1.4048,0.1,1.5048,0,0,0,-1,41
,req-36,1.405,1,1.405,1,1.405,0.1,1.505,0,0,0,-1,53
,req-60,1.4051,1,1.4051,1,1.4051,0.1,1.5051,0,0,0,-1,36
,req-54,1.4051,1,1.4051,1,1.4051,0.1,1.5051,0,0,0,-1,57
,req-37,1.4052,1,1.4052,1,1.4052,0.1,1.5052,0,0,0,-1,9
,req-45,1.4052,1,1.4052,1,1.4052,0.1,1.5052,0,0,0,-1,64
,req-50,1.4052,1,1.4052,1,1.4052,0.1,1.5052,0,0,0,-1,39
,req-38,1.4056,1,1.4056,1,1.4056,0.1,1.5056,0,0,0,-1,55
,req-43,1.4057,1,1.4057,1,1.4057,0.1,1.5057,0,0,0,-1,45
,req-56,1.4057,1,1.4057,1,1.4057,0.1,1.5057,0,0,0,-1,8
,req-56,1.4057,1,1.4057,1,1.4057,0.1,1.5057,0,0,0,-1,54
,req-62,1.4058,1,1.4058,1,1.4058,0.1,1.5058,0,0,0,-1,40
,req-98,1.4059,1,1.4059,1,1.4059,0.1,1.5059,0,0,0,-1,20
,req-98,1.4059,1,1.4059,1,1.4059,0.1,1.5059,0,0,0,-1,19
,req-66,1.4059,1,1.4059,1,1.4059,0.1,1.5059,0,0,0,-1,62
,req-64,1.4059,1,1.4059,1,1.4059,0.1,1.5059,0,0,0,-1,61
,req-77,1.4059,1,1.4059,1,1.4059,0.1,1.5059,0,0,0,-1,10
,req-82,1.4059,1,1.4059,1,1.4059,0.1,1.5059,0,0,0,-1,56
,req-40,1.407,1,1.407,1,1.407,0.1,1.507,0,0,0,-1,26
,req-44,1.407,1,1.407,1,1.407,0.1,1.507,0,0,0,-1,43
,req-61,1.407,1,1.407,1,1.407,0.1,1.507,0,0,0,-1,59
,req-44,1.4073,1,1.4073,1,1.4073,0.1,1.5073,0,0,0,-1,44
,req-70,1.4074,1,1.4074,1,1.4074,0.1,1.5074,0,0,0,-1,58
,req-48,1.4077,1,1.4077,1,1.4077,0.1,1.5077,0,0,0,-1,27
,req-34,1.4082,1,1.4082,1,1.4082,0.1,1.5082,0,0,0,-1,48
,req-51,1.4085,1,1.4085,1,1.4085,0.1,1.5085,0,0,0,-1,28
,req-48,1.4085,1,1.4085,1,1.4085,0.1,1.5085,0,0,0,-1,25
,req-60,1.4086,1,1.4086,1,1.4086,0.1,1.5086,0,0,0,-1,46
,req-79,1.4091,1,1.4091,1,1.4091,0.1,1.5091,0,0,0,-1,12
,req-77,1.4091,1,1.4091,1,1.4091,0.1,1.5091,0,0,0,-1,11
,req-67,1.4091,1,1.4091,1,1.4091,0.1,1.5091,0,0,0,-1,37
,req-80,1.4091,1,1.4091,1,1.4091,0.1,1.5091,0,0,0,-1,34
,req-80,1.4091,1,1.4091,1,1.4091,0.1,1.5091,0,0,0,-1,33
,req-66,1.4091,1,1.4091,1,1.4091,0.1,1.5091,0,0,0,-1,5
,req-95,1.4092,1,1.4092,1,1.4092,0.1,1.5092,0,0,0,-1,17
,req-81,1.4092,1,1.4092,1,1.4092,0.1,1.5092,0,0,0,-1,47
,req-81,1.4092,1,1.4092,1,1.4092,0.1,1.5092,0,0,0,-1,35
,req-30,1.413,1,1.413,1,1.413,0.1,1.513,0,0,0,-1,2
,req-29,1.4233,1,1.4233,1,1.4233,0.1,1.5233,0,0,0,-1,1
,req-58,1.4429,1,1.4429,1,1.4429,0.1,1.5429,0,0,0,-1,31
,req-35,1.4555,1,1.4555,1,1.4555,0.1,1.5555,0,0,0,-1,32
,req-50,1.4751,1,1.4751,1,1.4751,0.1,1.5751,0,0,0,-1,3
,req-29,1.5029,1,1.5029,1,1.5029,0.1,1.6029,0,0,0,-1,23
,req-45,1.5029,1,1.5029,1,1.5029,0.1,1.6029,0,0,0,-1,63
,req-35,1.5029,1,1.5029,1,1.5029,0.1,1.6029,0,0,0,-1,7
,req-76,1.5031,1,1.5031,1,1.5031,0.1,1.6031,0,0,0,-1,60
,req-71,1.5031,1,1.5031,1,1.5031,0.1,1.6031,0,0,0,-1,21
,req-61,1.5031,1,1.5031,1,1.5031,0.1,1.6031,0,0,0,-1,38
,req-62,1.5035,1,1.5035,1,1.5035,0.1,1.6035,0,0,0,-1,6
,req-37,1.5041,1,1.5041,1,1.5041,0.1,1.6041,0,0,0,-1,24
,req-23,1.5044,1,1.5044,1,1.5044,0.1,1.6044,0,0,0,-1,42
,req-37,1.5044,1,1.5044,1,1.5044,0.1,1.6044,0,0,0,-1,22
,req-23,1.5049,1,1.5049,1,1.5049,0.1,1.6049,0,0,0,-1,41
,req-47,1.5052,1,1.5052,1,1.5052,0.1,1.6052,0,0,0,-1,57
,req-64,1.5056,1,1.5056,1,1.5056,0.1,1.6056,0,0,0,-1,36
,req-83,1.5056,1,1.5056,1,1.5056,0.1,1.6056,0,0,0,-1,9
,req-90,1.5056,1,1.5056,1,1.5056,0.1,1.6056,0,0,0,-1,55
,req-90,1.5056,1,1.5056,1,1.5056,0.1,1.6056,0,0,0,-1,53
,req-61,1.5056,1,1.5056,1,1.5056,0.1,1.6056,0,0,0,-1,39
,req-62,1.5056,1,1.5056,1,1.5056,0.1,1.6056,0,0,0,-1,64
,req-42,1.5058,1,1.5058,1,1.5058,0.1,1.6058,0,0,0,-1,45
,req-93,1.5059,1,1.5059,1,1.5059,0.1,1.6059,0,0,0,-1,10
,req-90,1.5059,1,1.5059,1,1.5059,0.1,1.6059,0,0,0,-1,56
,req-90,1.5059,1,1.5059,1,1.5059,0.1,1.6059,0,0,0,-1,54
,req-62,1.5059,1,1.5059,1,1.5059,0.1,1.6059,0,0,0,-1,40
,req-68,1.5059,1,1.5059,1,1.5059,0.1,1.6059,0,0,0,-1,61
,req-66,1.5059,1,1.5059,1,1.5059,0.1,1.6059,0,0,0,-1,62
